"MaternalVial","vial_letter","PaternalStock","Treatment","co_inds.sum","ycv_count.sum","cvv_count.sum","vf_count.sum","num_M.sum","ycv_rr","cvv_rr","vf_rr","recomb_rate","ycv_rr_kosambi","cvv_rr_kosambi","vf_rr_kosambi","recomb_rate_kosambi"
"4","A","217","1x",115,15,41,59,307,0.0488599348534202,0.133550488599349,0.192182410423453,0.374592833876221,4.90163560412558,13.6869735353507,20.2585538466194,38.8471629860956
"4","B","217","1x",193,31,72,90,444,0.0698198198198198,0.162162162162162,0.202702702702703,0.434684684684685,7.02790151702226,16.8236118310606,21.5050316305778,45.3565449786607
"4","C","217","1x",162,23,56,83,355,0.0647887323943662,0.157746478873239,0.233802816901408,0.456338028169014,6.5155037602206,16.3316953582087,25.3500756673431,48.1972747857724
"4","D","217","1x",92,12,25,55,191,0.06282722513089,0.130890052356021,0.287958115183246,0.481675392670157,6.31610539277269,13.4009260778122,32.8165277519109,52.5335592224958
"5","A","217","0.5x",89,16,34,39,212,0.0754716981132075,0.160377358490566,0.183962264150943,0.419811320754717,7.60528436007479,16.6244075898312,19.3010280757402,43.5307200256462
"5","B","217","0.5x",139,12,49,78,281,0.0427046263345196,0.174377224199288,0.277580071174377,0.494661921708185,4.28089229280479,18.2012513060251,31.2904864448322,53.7726300436622
"5","C","217","0.5x",91,17,28,46,153,0.111111111111111,0.183006535947712,0.300653594771242,0.594771241830065,11.2996280935764,19.1905818365357,34.7596086592854,65.2498185893975
"5","D","217","0.5x",112,16,34,62,198,0.0808080808080808,0.171717171717172,0.313131313131313,0.565656565656566,8.1522880141663,17.8990464581529,36.762161308506,62.8134957808252
"6","A","42","0.5x",22,2,10,10,72,0.0277777777777778,0.138888888888889,0.138888888888889,0.305555555555556,2.78064087775561,14.2636214616903,14.2636214616903,31.3078838011363
"6","B","42","0.5x",65,8,24,33,184,0.0434782608695652,0.130434782608696,0.179347826086957,0.353260869565217,4.35883467861944,13.3520621482565,18.7694073349145,36.4803041617904
"6","C","42","0.5x",32,6,12,14,80,0.075,0.15,0.175,0.4,7.55702179682334,15.4759802101556,18.2721877135698,41.3051897205487
"6","D","42","0.5x",36,5,10,21,58,0.0862068965517241,0.172413793103448,0.362068965517241,0.620689655172414,8.70766735670539,17.9780666740802,45.8145365937078,72.5002706244933
"7","A","42","0.5x",53,9,21,23,115,0.0782608695652174,0.182608695652174,0.2,0.460869565217391,7.89095374295927,19.1446591049979,21.1824465096801,48.2180593576373
"7","B","42","0.5x",47,5,18,24,82,0.0609756097560976,0.219512195121951,0.292682926829268,0.573170731707317,6.12806145082463,23.5510806994142,33.5293481459855,63.2084902962244
"7","C","42","0.5x",46,2,20,24,123,0.016260162601626,0.16260162601626,0.195121951219512,0.373983739837398,1.62658983367655,16.8727398252541,20.6043860741587,39.1037157330894
"7","D","42","0.5x",49,6,14,29,118,0.0508474576271186,0.11864406779661,0.245762711864407,0.415254237288136,5.10238390858788,12.0949237844518,26.9034858204013,44.1007935134409
"8","A","217","0.5x",68,10,23,35,160,0.0625,0.14375,0.21875,0.425,6.28286070702265,14.7919430098771,23.4567409648233,44.531544681723
"8","B","217","0.5x",118,14,51,53,246,0.0569105691056911,0.207317073170732,0.215447154471545,0.479674796747967,5.71582608997453,22.0597295049618,23.0497188247198,50.8252744196562
"8","C","217","0.5x",32,5,10,17,71,0.0704225352112676,0.140845070422535,0.23943661971831,0.450704225352113,7.08938226247819,14.4758468448131,26.0760609378325,47.6412900451238
"8","D","217","0.5x",49,6,24,19,128,0.046875,0.1875,0.1484375,0.3828125,4.70130578757349,19.7114340091068,15.304452950657,39.7171927473372
"9","A","217","1x",73,14,21,38,143,0.0979020979020979,0.146853146853147,0.265734265734266,0.510489510489511,9.91828570348525,15.1308827059266,29.6094777606384,54.6586461700503
"9","B","217","1x",37,4,9,24,83,0.0481927710843374,0.108433734939759,0.289156626506024,0.44578313253012,4.83428482451349,11.0183311736406,32.9962315427934,48.8488475409475
"9","C","217","1x",38,5,19,14,88,0.0568181818181818,0.215909090909091,0.159090909090909,0.431818181818182,5.7064662995245,23.1064725380833,16.4811407221066,45.2940795597144
