vial_num,observer,vial,num_offspring,X0000,X1111,X1000,X0100,X0010,X0001,X1100,X1110,X1010,X1001,X0011,X0111,X0110,X0101,X1011,X1101,observer_num,vial_letter,MaternalVial,Treatment,PaternalStock,min_age,max_age,num_moms,age_diff,avg_age,adj_age,num_males
108,17,108C,19,6,3,0,0,0,3,1,0,0,0,1,1,0,0,0,0,17,C,72,1x,42,5,6,11,1,5.5,9.5,15
108,13,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,A,72,1x,42,5,6,11,1,5.5,5.5,0
108,13,108B,33,5,4,1,0,0,1,3,3,0,0,1,0,0,0,0,0,13,B,72,1x,42,5,6,11,1,5.5,7.5,18
108,15,108C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,C,72,1x,42,5,6,11,1,5.5,9.5,0
109,13,109C,16,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,13,C,73,2x,42,4,5,6,1,4.5,8.5,7
109,13,109,20,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,13,A,73,2x,42,4,5,6,1,4.5,4.5,9
109,13,109C,33,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,C,73,2x,42,4,5,6,1,4.5,8.5,9
109,17,109,22,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,A,73,2x,42,4,5,6,1,4.5,4.5,8
109,1,109,38,5,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,A,73,2x,42,4,5,6,1,4.5,4.5,14
109,17,109,35,4,7,1,0,0,3,2,0,0,0,1,0,0,0,0,0,17,A,73,2x,42,4,5,6,1,4.5,4.5,18
109,17,109,19,2,3,1,0,0,2,1,0,0,0,2,0,0,0,0,0,17,A,73,2x,42,4,5,6,1,4.5,4.5,11
109,17,109C,12,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,17,C,73,2x,42,4,5,6,1,4.5,8.5,4
109,17,109D,38,4,2,2,0,0,4,2,0,0,0,3,0,0,0,0,0,17,D,73,2x,42,4,5,6,1,4.5,10.5,17
109,17,109,6,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,A,73,2x,42,4,5,6,1,4.5,4.5,5
